img,imgTransferSize,imgActualSize
https://www.microsoftstream.com/,292,0.0
2_bc3d32a696895f78c19df6c717586a5d.svg,916,1864.0
microsoft_logo_ee5c8d9fb6248c938fd0dc19370e90bd.svg,2010,3651.0
signin-options_4e48046ce74f4b89d45037c90576bfac.svg,865,1592.0
pageTransferSize,254827,
totalByteWeight,716890,
