,Website,Total Img Count,Optimized Img Count,Actual Bytes,Transferred Bytes,q-75,q-70,q-50,q-30,q-10
286,emalls.ir,131.0,129.0,1684618.0,1294108.0,771789.0,747263.0,666002.0,577444.0,487716.0
287,270towin.com,221.0,208.0,12679132.0,7673248.0,3209907.0,3171511.0,3033975.0,2885833.0,2724227.0
288,lazada.co.th,93.0,92.0,3814528.0,2404350.0,1602503.0,1567049.0,1436595.0,1271149.0,1115171.0
289,messenger.com,8.0,5.0,2300950.0,1559887.0,720965.0,712629.0,681545.0,646971.0,613219.0
290,politico.com,104.0,88.0,6624292.0,2534251.0,2282468.0,2278114.0,2262220.0,2245548.0,2228456.0
291,elsevier.com,26.0,8.0,2745569.0,1518255.0,600554.0,588958.0,555984.0,528024.0,504446.0
292,amazon.de,189.0,152.0,2995330.0,2065891.0,1233326.0,1188372.0,1032660.0,876196.0,711852.0
293,crhoy.com,43.0,34.0,3561683.0,2278929.0,2039435.0,2018413.0,1944889.0,1869707.0,1789511.0
294,dianping.com,57.0,36.0,3834089.0,1938798.0,1549774.0,1524196.0,1438200.0,1346158.0,1248470.0
295,kompasiana.com,66.0,42.0,3750877.0,1456830.0,1370114.0,1365156.0,1346836.0,1327428.0,1305924.0
296,made.in.china.com,92.0,87.0,3496145.0,1974996.0,1258763.0,1234161.0,1152041.0,1069609.0,985891.0
297,target.com,40.0,21.0,9235385.0,3327330.0,2938715.0,2887935.0,2697029.0,2453079.0,2279975.0
298,google.it,20.0,4.0,1611898.0,579362.0,577640.0,577524.0,577012.0,574616.0,567678.0
299,naver.com,81.0,68.0,9088646.0,4842360.0,2143864.0,2122552.0,2045006.0,1959488.0,1847146.0
300,258.com,58.0,3.0,5739021.0,3198179.0,3189419.0,3189357.0,3189157.0,3188957.0,3188721.0
301,hootsuite.com,85.0,64.0,9140118.0,4801221.0,1965212.0,1951256.0,1905890.0,1854288.0,1797502.0
302,tsichuan.com,16.0,16.0,10867163.0,4254228.0,2043110.0,2030104.0,1982434.0,1935026.0,1887354.0
303,github.com,17.0,13.0,3234355.0,1156746.0,1147551.0,1142049.0,1112581.0,1062215.0,1016976.0
304,washingtonpost.com,29.0,27.0,6010748.0,2752533.0,2381172.0,2378829.0,2367770.0,2356442.0,2344636.0
305,nhk.or.jp,48.0,41.0,8195712.0,6185130.0,2498515.0,2412653.0,2096939.0,1754813.0,1391175.0
306,artstation.com,283.0,264.0,18943348.0,13514997.0,6539448.0,6270948.0,5403896.0,4533358.0,3637186.0
307,rediffmailpro.com,4.0,3.0,29690.0,25911.0,25911.0,25911.0,25911.0,25911.0,25911.0
308,mercadolibre.com.ar,33.0,27.0,3891888.0,2388171.0,1165389.0,1136011.0,1033123.0,929945.0,840367.0
309,padlet.com,11.0,9.0,1836830.0,1010722.0,826030.0,824588.0,818496.0,808700.0,803334.0
310,sindonews.com,27.0,16.0,2668884.0,1188043.0,1008335.0,1006173.0,997913.0,986983.0,976317.0
311,google.dz,20.0,4.0,1501920.0,522863.0,521211.0,521095.0,520583.0,518187.0,511249.0
312,gds.it,51.0,25.0,3381462.0,1081754.0,984962.0,979806.0,964128.0,948024.0,929864.0
313,moneyforward.com,47.0,16.0,5799491.0,1984180.0,1649348.0,1646720.0,1637784.0,1627322.0,1615896.0
314,bilibili.com,135.0,135.0,6698251.0,3260226.0,2986204.0,2949330.0,2747076.0,2369326.0,2060786.0
315,google.es,20.0,4.0,1619580.0,583656.0,581934.0,581818.0,581306.0,578887.0,571949.0
316,lotterypost.com,26.0,12.0,2991657.0,1065432.0,1016297.0,1014157.0,1007025.0,999135.0,990071.0
317,intipseleb.com,30.0,24.0,3164115.0,1595336.0,1066198.0,1050936.0,1013232.0,976625.0,935407.0
318,cbs.com,49.0,45.0,6501229.0,4280510.0,3146260.0,3077950.0,2839106.0,2589936.0,2328796.0
319,interia.pl,27.0,24.0,2506133.0,929259.0,811190.0,806488.0,789748.0,772446.0,754152.0
320,hepsiburada.com,74.0,56.0,7469067.0,2680639.0,2425803.0,2415057.0,2376789.0,2313430.0,2246496.0
321,kizlarsoruyor.com,23.0,19.0,3057859.0,1209040.0,1120626.0,1111176.0,1083261.0,1053089.0,1017990.0
322,gotomeeting.com,52.0,30.0,5770671.0,2931537.0,2106602.0,2082332.0,2000236.0,1919176.0,1841670.0
323,yc58.com,13.0,10.0,199806.0,158874.0,46171.0,45361.0,42671.0,39613.0,36091.0
324,state.gov,31.0,24.0,9665945.0,5543933.0,3031460.0,2938568.0,2578420.0,2280442.0,2035020.0
325,skype.com,13.0,10.0,3532953.0,2650267.0,1397236.0,1383089.0,1336139.0,1290983.0,1244555.0
326,remove.bg,59.0,55.0,5036547.0,2869323.0,1767214.0,1736478.0,1639294.0,1538520.0,1439248.0
327,nbcnews.com,95.0,67.0,15374544.0,4549928.0,3947729.0,3930997.0,3881827.0,3825575.0,3772035.0
328,windowsazure.com,28.0,14.0,2374189.0,912590.0,863957.0,856613.0,825639.0,791269.0,763085.0
329,jooble.org,79.0,6.0,5084835.0,1720463.0,1643882.0,1630240.0,1585232.0,1530956.0,1465212.0
330,ask.com,38.0,30.0,6508367.0,4683056.0,1523106.0,1506364.0,1450392.0,1395844.0,1340752.0
331,narcity.com,21.0,18.0,2346528.0,1037879.0,909305.0,908405.0,905513.0,901544.0,884890.0
332,t.mobile.com,74.0,38.0,6004996.0,2043130.0,1822931.0,1819079.0,1805490.0,1796098.0,1788278.0
333,hbomax.com,7.0,5.0,7213276.0,2163459.0,2146736.0,2145614.0,2142776.0,2139852.0,2137314.0
334,bbc.co.uk,55.0,36.0,7081414.0,2755702.0,2385955.0,2380849.0,2362515.0,2343651.0,2321847.0
335,lolesports.com,76.0,74.0,4116198.0,1766931.0,1146913.0,1142065.0,1124679.0,1106035.0,1085779.0
336,shopee.tw,87.0,56.0,13947620.0,8521654.0,2873752.0,2842346.0,2736426.0,2611218.0,2484760.0
337,dw.com,38.0,29.0,4579888.0,1947263.0,1815612.0,1792746.0,1721172.0,1643074.0,1551080.0
338,seesaw.me,23.0,20.0,9493070.0,3725524.0,2276219.0,2270371.0,2251667.0,2231591.0,2211803.0
339,jia400.com,231.0,218.0,10900514.0,8838989.0,2025763.0,1975833.0,1796143.0,1598201.0,1381351.0
340,tahiamasr.com,24.0,22.0,1450387.0,1248022.0,871778.0,835630.0,719220.0,601356.0,469582.0
341,ebay.com,42.0,29.0,2213284.0,1010281.0,753709.0,747139.0,728556.0,687085.0,657771.0
342,sf.express.com,59.0,59.0,3795274.0,3247016.0,2880066.0,2859210.0,2790868.0,2717122.0,2646164.0
343,online.convert.com,16.0,11.0,1684042.0,593134.0,582183.0,582029.0,581471.0,580883.0,580199.0
344,feedly.com,9.0,7.0,8684472.0,3005568.0,2251418.0,2240718.0,2210594.0,2172714.0,2131246.0
345,office365.com,72.0,59.0,5124331.0,2277967.0,1499513.0,1474821.0,1399395.0,1325227.0,1251291.0
346,iliangcang.com,40.0,40.0,1726185.0,1267243.0,639516.0,620344.0,558116.0,492808.0,426290.0
347,addthis.com,12.0,3.0,2043652.0,826093.0,589381.0,588507.0,585503.0,581851.0,578039.0
348,mhtwyat.com,85.0,75.0,3503676.0,1706940.0,1412517.0,1394159.0,1346591.0,1302305.0,1251309.0
349,sakshi.com,90.0,66.0,8093684.0,4359192.0,2153490.0,2125108.0,2033444.0,1926044.0,1827904.0
350,craigslist.org,2.0,1.0,1529895.0,472351.0,453093.0,452959.0,452487.0,452091.0,451825.0
351,telegraph.co.uk,85.0,61.0,9527198.0,4968215.0,2587622.0,2566274.0,2494848.0,2420669.0,2340853.0
352,torob.com,31.0,31.0,5145308.0,3772991.0,1386329.0,1362535.0,1279887.0,1168812.0,1042374.0
353,hh.ru,96.0,52.0,9473264.0,3211021.0,3072755.0,3071091.0,3064701.0,3058014.0,3050670.0
354,umeng.com,64.0,64.0,4300610.0,3131225.0,1070553.0,1050030.0,980238.0,902572.0,828593.0
355,businessinsider.com,106.0,89.0,8933024.0,2550261.0,2517405.0,2515673.0,2507715.0,2500789.0,2493253.0
356,amazon.ca,120.0,1.0,2386554.0,1449090.0,1447096.0,1446996.0,1446736.0,1446460.0,1446214.0
357,whatsapp.com,6.0,2.0,1225261.0,769357.0,308562.0,305174.0,293498.0,282692.0,270910.0
358,dcard.tw,46.0,39.0,5457227.0,1949390.0,1796379.0,1788785.0,1765489.0,1737165.0,1705995.0
359,asus.com,29.0,16.0,5039666.0,1319823.0,1309924.0,1306972.0,1291554.0,1275288.0,1262966.0
360,bankofamerica.com,40.0,18.0,9772203.0,2805582.0,2547380.0,2529197.0,2506157.0,2483350.0,2455655.0
361,wordpress.com,39.0,33.0,2425196.0,1021335.0,917148.0,906386.0,868461.0,827717.0,790005.0
362,vvvdj.com,167.0,153.0,1455727.0,778611.0,548380.0,541790.0,518458.0,493268.0,465734.0
363,pcbaby.com.cn,62.0,42.0,842295.0,736922.0,316556.0,306578.0,269374.0,229658.0,185998.0
364,payu.in,49.0,21.0,3299102.0,1374438.0,1121584.0,1117042.0,1104094.0,1090204.0,1075956.0
365,pdf2go.com,5.0,2.0,1637224.0,572198.0,563622.0,563496.0,563194.0,562890.0,562486.0
366,engadget.com,35.0,35.0,3105096.0,1762329.0,1091868.0,1074264.0,986688.0,902714.0,830630.0
367,mofidonline.com,4.0,4.0,148147.0,147531.0,73435.0,72625.0,69675.0,66551.0,62445.0
368,1688.com,39.0,38.0,1519028.0,835714.0,548946.0,539788.0,505126.0,461876.0,417536.0
369,cebnet.com.cn,49.0,44.0,3775631.0,2843135.0,1079217.0,1049181.0,952211.0,846503.0,736797.0
370,bet9ja.com,52.0,17.0,5455730.0,1821558.0,1652862.0,1650884.0,1644064.0,1635804.0,1626634.0
371,eghtesadonline.com,34.0,30.0,2655650.0,1425322.0,1211523.0,1201571.0,1166117.0,1130185.0,1060617.0
372,bankmellat.ir,60.0,60.0,22235408.0,21596572.0,744137.0,728165.0,674061.0,614497.0,553089.0
373,wpengine.com,35.0,14.0,3502298.0,1294230.0,1290643.0,1290249.0,1289145.0,1287459.0,1286081.0
374,ebay.co.uk,51.0,49.0,2170562.0,1085599.0,682492.0,673932.0,640774.0,584339.0,534764.0
375,jotform.com,11.0,5.0,5598517.0,1579147.0,1577884.0,1577884.0,1577884.0,1577884.0,1577884.0
376,csod.com,17.0,11.0,8161835.0,2379184.0,2342473.0,2340761.0,2331381.0,2316388.0,2306938.0
377,legit.ng,53.0,44.0,3136250.0,1149971.0,1121345.0,1120023.0,1105567.0,1078450.0,1029352.0
378,thepiratebay.org,1.0,1.0,79258.0,39856.0,28680.0,28232.0,26754.0,25172.0,23588.0
379,souq.com,7.0,2.0,2902636.0,1285526.0,1233403.0,1233081.0,1232071.0,1231305.0,1230665.0
380,yenisafak.com,307.0,278.0,9772206.0,5491805.0,3669327.0,3608695.0,3399121.0,3171441.0,2925642.0
381,shopee.vn,98.0,89.0,14388833.0,9266707.0,2824446.0,2775280.0,2611556.0,2433688.0,2257454.0
382,zara.com,7.0,7.0,3946586.0,1182810.0,1170447.0,1166375.0,1153583.0,1141669.0,1130905.0
383,ibicn.com,21.0,21.0,5637705.0,5644946.0,1766132.0,1742898.0,1660742.0,1571870.0,1479936.0
384,pole.emploi.fr,29.0,21.0,2959883.0,2374170.0,1778026.0,1765932.0,1725369.0,1658505.0,1593769.0
385,hespress.com,89.0,52.0,8342598.0,3144634.0,2457719.0,2445259.0,2407095.0,2368791.0,2326691.0
386,cnbeta.com,195.0,181.0,10420167.0,3570448.0,2488532.0,2448206.0,2294371.0,2107442.0,1926683.0
387,ny.gov,19.0,13.0,4632554.0,2753384.0,1437518.0,1427292.0,1397222.0,1366572.0,1334954.0
388,bancodevenezuela.com,75.0,74.0,10248300.0,9492305.0,3003971.0,2891795.0,2502721.0,2106251.0,1690819.0
389,ebay.com.au,72.0,71.0,3962671.0,1393011.0,1118164.0,1114322.0,1100072.0,1078685.0,1059165.0
390,wondershare.com,59.0,20.0,8330247.0,3591250.0,3263135.0,3252067.0,3214885.0,3182445.0,3152483.0
391,rakuten.card.co.jp,109.0,10.0,6655531.0,4798094.0,4793495.0,4793227.0,4792147.0,4790711.0,4789161.0
392,genius.com,39.0,8.0,4452491.0,1863020.0,1211190.0,1209886.0,1205642.0,1200782.0,1195360.0
393,narvar.com,75.0,64.0,7531689.0,3626292.0,2248201.0,2228381.0,2161782.0,2093548.0,2019766.0
394,amazon.cn,204.0,164.0,3111812.0,1865335.0,1186708.0,1163584.0,1084078.0,999183.0,909273.0
395,aliyun.com,108.0,64.0,8194008.0,4024603.0,2369653.0,2331639.0,2206010.0,2084986.0,1967014.0
396,chouftv.ma,36.0,23.0,7331867.0,5873411.0,2002740.0,1936102.0,1699599.0,1472705.0,1251067.0
397,ringcentral.com,74.0,59.0,7100837.0,2132036.0,2071085.0,2059959.0,2021549.0,1967849.0,1927653.0
398,tistory.com,16.0,6.0,1188301.0,936042.0,662185.0,659611.0,650179.0,639565.0,627895.0
399,hbr.org,26.0,21.0,10330801.0,5430464.0,4485746.0,4464814.0,4386914.0,4316472.0,4252432.0
400,kitco.com,137.0,111.0,11189185.0,6585673.0,5147153.0,5113951.0,4999249.0,4885996.0,4756583.0
401,aol.com,92.0,84.0,12105054.0,8424551.0,7752004.0,7702664.0,7536446.0,7374062.0,7199830.0
402,pexels.com,156.0,150.0,4995274.0,3328256.0,2559043.0,2426941.0,2045336.0,1656484.0,1230676.0
403,house365.com,174.0,174.0,12636884.0,11968072.0,3775518.0,3636784.0,3144420.0,2605772.0,1931364.0
404,thesaurus.com,14.0,7.0,4703162.0,1441467.0,1405042.0,1403660.0,1399708.0,1395840.0,1391596.0
405,fandom.com,58.0,53.0,6608788.0,3570789.0,2251919.0,2209964.0,2053211.0,1864508.0,1647980.0
406,inquirer.net,166.0,155.0,12916850.0,6933812.0,3482232.0,3445968.0,3331782.0,3207452.0,3067232.0
407,google.com.au,20.0,3.0,2129963.0,1089048.0,1088914.0,1088916.0,1088850.0,1086980.0,1080476.0
408,3isk.tv,9.0,8.0,1886065.0,595005.0,563490.0,561580.0,555876.0,549170.0,542470.0
409,consultant.ru,22.0,10.0,1052483.0,577574.0,446778.0,443378.0,429208.0,416846.0,406424.0
410,forgeofempires.com,15.0,14.0,378633.0,298658.0,277179.0,267259.0,226975.0,181297.0,133871.0
411,alodokter.com,39.0,27.0,3746903.0,1821680.0,1484561.0,1480649.0,1465819.0,1450949.0,1434799.0
412,google.co.ve,20.0,4.0,1620311.0,583806.0,582061.0,581945.0,581433.0,579037.0,572099.0
413,americanexpress.com,52.0,30.0,5302063.0,2493809.0,1412835.0,1397145.0,1341475.0,1289515.0,1236625.0
414,discuss.com.hk,72.0,54.0,4309125.0,1829898.0,1750806.0,1749642.0,1745034.0,1739704.0,1727728.0
415,about.google,20.0,4.0,1767912.0,625100.0,623658.0,623542.0,623030.0,620881.0,613943.0
416,taobao.com,55.0,53.0,3009050.0,1696128.0,800659.0,775509.0,691517.0,604765.0,522245.0
417,jianshu.com,41.0,16.0,1682427.0,1813811.0,1803802.0,1803714.0,1803038.0,1801838.0,1800462.0
418,mrporter.com,28.0,17.0,8291959.0,2849861.0,2254571.0,2242335.0,2206463.0,2166866.0,2131308.0
419,google.co.jp,20.0,5.0,1505009.0,523463.0,521741.0,521625.0,521113.0,518717.0,511779.0
420,znds.com,12.0,11.0,247787.0,110043.0,97305.0,96881.0,95323.0,93383.0,91277.0
421,noaa.gov,27.0,9.0,3017562.0,2215992.0,554170.0,546566.0,519112.0,490694.0,462870.0
422,youth.cn,29.0,25.0,788507.0,665274.0,494682.0,486014.0,455648.0,423440.0,386482.0
423,arcgis.com,13.0,10.0,7201486.0,2029434.0,1449351.0,1444093.0,1427145.0,1406667.0,1386625.0
424,god.boss.net,9.0,8.0,6199932.0,3804570.0,3753232.0,3743770.0,3709598.0,3672207.0,3642721.0
425,smbc.card.com,158.0,97.0,12362647.0,9533286.0,4916505.0,4875891.0,4751060.0,4630478.0,4510277.0
426,blackboard.com,18.0,15.0,4093306.0,1583442.0,1270941.0,1262851.0,1235447.0,1203265.0,1171797.0
427,olx.ua,36.0,32.0,5466858.0,1811318.0,1785725.0,1784953.0,1782111.0,1778901.0,1764423.0
428,bukalapak.com,85.0,66.0,4421913.0,1838576.0,1432847.0,1421059.0,1382073.0,1360616.0,1324572.0
429,norton.com,85.0,52.0,13245887.0,3614919.0,3254483.0,3248875.0,3232777.0,3219023.0,3206875.0
430,gearbest.com,40.0,30.0,3344790.0,1480826.0,948946.0,944202.0,926914.0,907964.0,887104.0
431,360.cn,147.0,140.0,892310.0,882682.0,447030.0,442406.0,427710.0,411886.0,394520.0
432,coursehero.com,37.0,17.0,10223970.0,2675156.0,2491026.0,2484084.0,2460156.0,2436168.0,2412010.0
433,qualtrics.com,74.0,51.0,12063146.0,3127417.0,2961804.0,2958354.0,2947772.0,2936504.0,2925942.0
434,setn.com,112.0,107.0,8628776.0,5766567.0,3533300.0,3477572.0,3273136.0,3057976.0,2823771.0
435,minecraft.net,41.0,27.0,7732764.0,2501158.0,2274238.0,2257344.0,2204925.0,2151271.0,2093743.0
436,mawdoo3.com,19.0,13.0,3824751.0,1273405.0,965404.0,961640.0,947402.0,934168.0,918788.0
437,kompas.tv,42.0,14.0,4039137.0,1663453.0,1620705.0,1618737.0,1610963.0,1602847.0,1595195.0
438,trendyol.com,31.0,2.0,1368485.0,443111.0,442253.0,442253.0,442253.0,442253.0,442253.0
439,flickr.com,20.0,19.0,20209824.0,13567806.0,6155953.0,5902013.0,4973084.0,3981562.0,2967994.0
440,thestartmagazine.com,32.0,30.0,812622.0,403428.0,355732.0,354200.0,349236.0,343938.0,337762.0
441,ed.gov,18.0,18.0,660195.0,474791.0,366258.0,363988.0,356982.0,349392.0,341606.0
442,asos.com,21.0,21.0,10131580.0,2279079.0,2071993.0,2071993.0,2071993.0,2071993.0,2071993.0
443,ea.com,54.0,37.0,12947909.0,5098842.0,4283001.0,4252657.0,4143049.0,4036103.0,3932399.0
444,oschina.net,41.0,29.0,7632014.0,4264122.0,1745390.0,1714488.0,1599898.0,1465990.0,1330802.0
445,runoob.com,11.0,4.0,706940.0,266286.0,252282.0,252110.0,251490.0,250732.0,249770.0
446,cbc.ca,38.0,20.0,8523735.0,2811350.0,2398007.0,2387529.0,2350665.0,2313521.0,2272555.0
447,yts.mx,21.0,20.0,2046207.0,1004648.0,611372.0,606250.0,581644.0,566636.0,551176.0
448,google.ca,20.0,3.0,1679534.0,695069.0,694912.0,694914.0,694848.0,692978.0,686474.0
449,envato.com,29.0,16.0,661644.0,446730.0,356315.0,348323.0,321605.0,292791.0,259641.0
450,xbox.com,50.0,35.0,13146355.0,5293452.0,3835467.0,3780423.0,3604139.0,3423841.0,3250325.0
451,brainly.com.br,18.0,12.0,2101857.0,643537.0,617409.0,615897.0,611207.0,605963.0,600669.0
452,gongchang.com,82.0,72.0,2039973.0,1756795.0,785311.0,777761.0,740850.0,678902.0,629376.0
453,linkedin.com,11.0,3.0,1165902.0,331286.0,329794.0,329794.0,329794.0,329794.0,329794.0
454,thebase.in,42.0,29.0,14730068.0,9789320.0,3997017.0,3921545.0,3686525.0,3455983.0,3220877.0
455,fedex.com,16.0,8.0,4332339.0,1441447.0,1408871.0,1408845.0,1408769.0,1408695.0,1408625.0
456,taleo.net,29.0,22.0,5100976.0,1881909.0,1833622.0,1832632.0,1829162.0,1825632.0,1821746.0
457,marca.com,96.0,77.0,7926410.0,3128502.0,2672510.0,2650480.0,2566006.0,2482654.0,2404080.0
458,csdn.net,23.0,23.0,1118271.0,853883.0,365938.0,361546.0,346022.0,329958.0,311774.0
459,tripadvisor.com,40.0,31.0,5098297.0,3002437.0,2091986.0,2063880.0,1967354.0,1854546.0,1747328.0
460,sahibinden.com,26.0,16.0,5160074.0,1829797.0,1796817.0,1796563.0,1795205.0,1794095.0,1792675.0
461,google.co.in,20.0,3.0,1618110.0,583356.0,583232.0,583234.0,583168.0,581298.0,574794.0
462,chinamenwang.com,203.0,203.0,4102738.0,3995407.0,1944036.0,1905758.0,1779388.0,1639997.0,1489705.0
463,google.cl,20.0,4.0,1619102.0,583265.0,581613.0,581497.0,580985.0,578589.0,571651.0
464,chinachugui.com,158.0,156.0,4274348.0,4158802.0,2120699.0,2083389.0,1953477.0,1816068.0,1663848.0
465,bitly.com,22.0,7.0,3339684.0,1522172.0,1295893.0,1294995.0,1292377.0,1288538.0,1284618.0
466,wowhead.com,56.0,48.0,9122171.0,2344229.0,2228196.0,2226376.0,2220434.0,2213540.0,2206430.0
467,poste.it,102.0,87.0,2912448.0,1763563.0,877488.0,871370.0,847117.0,818487.0,790187.0
468,espn.com,117.0,104.0,13448191.0,3526169.0,3369473.0,3366423.0,3354959.0,3338960.0,3313954.0
469,sberbank.ru,20.0,18.0,5033758.0,2037430.0,1500060.0,1494794.0,1474300.0,1446452.0,1420202.0
470,w3schools.com,8.0,8.0,2176892.0,1103799.0,834829.0,824620.0,776844.0,733554.0,687970.0
471,google.com.pe,20.0,4.0,1498467.0,520633.0,518911.0,518795.0,518283.0,515887.0,508949.0
472,commonapp.org,26.0,15.0,12774821.0,4049723.0,3572220.0,3548800.0,3488833.0,3434427.0,3348851.0
473,quandashi.com,37.0,37.0,1242099.0,728689.0,329246.0,327382.0,321120.0,313976.0,306228.0
474,zol.com.cn,184.0,173.0,5677990.0,5382938.0,1776593.0,1687019.0,1389051.0,1092133.0,785957.0
475,netflix.com,7.0,6.0,3013901.0,1204372.0,896972.0,894940.0,887864.0,880342.0,838851.0
476,cengage.com,25.0,23.0,2602394.0,1759547.0,1308573.0,1307837.0,1305171.0,1302247.0,1298451.0
477,rt.com,37.0,37.0,5399917.0,2121219.0,1585169.0,1576509.0,1543259.0,1510261.0,1474811.0
478,lever.co,32.0,26.0,4103203.0,1642265.0,1495385.0,1482459.0,1450705.0,1422635.0,1388067.0
479,aajtak.in,100.0,76.0,12742873.0,5270063.0,3501887.0,3485823.0,3432781.0,3376271.0,3314939.0
480,figma.com,35.0,8.0,8842307.0,5248015.0,5245400.0,5245304.0,5244908.0,5243617.0,5230409.0
481,9lianmeng.com,13.0,8.0,5529323.0,4057518.0,1853873.0,1841971.0,1801563.0,1754679.0,1711049.0
482,wixsite.com,48.0,39.0,5543645.0,2184728.0,1732830.0,1731364.0,1725399.0,1716768.0,1704078.0
483,mediafire.com,40.0,6.0,4503941.0,1354374.0,1332797.0,1331665.0,1328397.0,1327603.0,1326659.0
484,championat.com,98.0,94.0,8963972.0,3987676.0,1742638.0,1738624.0,1725638.0,1714600.0,1703166.0
485,rottentomatoes.com,45.0,33.0,5961242.0,2168775.0,1993136.0,1985828.0,1962290.0,1937570.0,1910054.0
486,chase.com,25.0,20.0,2299019.0,1462443.0,973283.0,955425.0,898577.0,839997.0,778051.0
487,ok.ru,69.0,70.0,1915632.0,650072.0,494166.0,492233.0,485193.0,475752.0,464712.0
488,google.co.za,20.0,4.0,1504635.0,523353.0,521631.0,521515.0,521003.0,518607.0,511669.0
489,kuronekoyamato.co.jp,13.0,12.0,3135819.0,1435951.0,708467.0,705057.0,694467.0,682913.0,672109.0
490,shopee.com.my,79.0,64.0,9712885.0,4629760.0,2537769.0,2502281.0,2383359.0,2243017.0,2103133.0
491,chatwork.com,5.0,4.0,2583950.0,862679.0,860934.0,860910.0,860818.0,860714.0,860584.0
492,aa.com.tr,160.0,83.0,39434053.0,37431349.0,9862400.0,9199598.0,7291344.0,5778960.0,4569276.0
493,elbalad.news,26.0,22.0,2808788.0,1156154.0,1012855.0,999699.0,960729.0,923609.0,879619.0
494,google.pt,20.0,4.0,1611858.0,579314.0,577592.0,577476.0,576964.0,574568.0,567630.0
495,livescore.com,92.0,77.0,2993713.0,782105.0,684286.0,680714.0,668096.0,653858.0,637048.0
496,jw.org,40.0,32.0,8294983.0,3494213.0,2471917.0,2435081.0,2324351.0,2212311.0,2095817.0
497,ameli.fr,32.0,28.0,2932703.0,1186927.0,1086945.0,1081645.0,1062823.0,1043043.0,1022053.0
498,nyaa.si,8.0,8.0,682251.0,238754.0,219259.0,218989.0,217891.0,216739.0,215363.0
499,lazada.sg,97.0,94.0,3877670.0,2456236.0,1557116.0,1524566.0,1407026.0,1255392.0,1107824.0
500,google.com.eg,20.0,3.0,1679529.0,693642.0,693485.0,693487.0,693421.0,691551.0,685047.0
501,zoom.us,72.0,61.0,11586845.0,8464112.0,5377651.0,5363683.0,5315967.0,5268903.0,5221527.0
502,yjc.ir,28.0,27.0,2570699.0,1074156.0,947248.0,939724.0,912838.0,887410.0,859468.0
503,fmkorea.com,21.0,21.0,896167.0,330581.0,312377.0,311529.0,308709.0,305545.0,302047.0
504,google.ae,20.0,3.0,1611890.0,580718.0,580522.0,580524.0,580458.0,578588.0,572084.0
505,nytimes.com,59.0,54.0,16508571.0,10946111.0,6166970.0,5921710.0,5198472.0,4565048.0,3947456.0
506,mozilla.org,19.0,7.0,1710232.0,1185061.0,834818.0,825276.0,793008.0,758396.0,725766.0
507,lifo.gr,82.0,80.0,6701123.0,2518477.0,1954101.0,1942095.0,1900705.0,1856257.0,1810901.0
508,jpnn.com,63.0,45.0,3460499.0,1499789.0,1332040.0,1321502.0,1293402.0,1267624.0,1238174.0
509,linktr.ee,30.0,26.0,9020205.0,4553896.0,4454201.0,4453967.0,4440224.0,4421662.0,4406388.0
510,protothema.gr,40.0,31.0,3210673.0,1484113.0,989844.0,977318.0,941022.0,899232.0,858634.0
511,files.wordpress.com,42.0,24.0,2538802.0,1136939.0,1063980.0,1060956.0,1048484.0,1033056.0,1018738.0
512,ameblo.jp,48.0,44.0,2483249.0,1989346.0,907936.0,888778.0,820766.0,752050.0,679104.0
513,corriere.it,46.0,16.0,10139694.0,2297112.0,2222746.0,2222218.0,2218918.0,2216604.0,2213948.0
514,parsfootball.com,47.0,45.0,3794202.0,3135827.0,1940717.0,1886979.0,1702143.0,1505912.0,1282990.0
515,y2mate.guru,5.0,1.0,1255916.0,439615.0,439527.0,439527.0,439527.0,439527.0,439527.0
516,doubleclick.net,15.0,13.0,2030890.0,1103902.0,674738.0,661494.0,611234.0,561398.0,512350.0
517,ensonhaber.com,42.0,33.0,4341607.0,2406177.0,1863253.0,1846677.0,1790855.0,1731165.0,1669823.0
518,daum.net,115.0,40.0,4718713.0,2047624.0,1196272.0,1187676.0,1158064.0,1126256.0,1091692.0
519,nfl.com,99.0,86.0,7505310.0,3619395.0,2047225.0,2039239.0,2009125.0,1973775.0,1920588.0
520,behance.net,30.0,28.0,7256763.0,5038107.0,1246680.0,1234330.0,1193184.0,1149460.0,1104584.0
521,slack.com,69.0,52.0,20341513.0,11154376.0,11005328.0,11003350.0,10996666.0,10988938.0,10979621.0
522,nike.com,36.0,23.0,8313553.0,2613512.0,2106315.0,2105739.0,2103865.0,2101081.0,2098751.0
523,amazon.co.jp,210.0,108.0,2778370.0,1633862.0,1229593.0,1203419.0,1114193.0,1015777.0,908888.0
524,wix.com,49.0,40.0,5115147.0,2243169.0,1587322.0,1585683.0,1579682.0,1570822.0,1558621.0
525,att.com,37.0,9.0,12068790.0,3850154.0,3674798.0,3662142.0,3629506.0,3600962.0,3577938.0
526,foxnews.com,187.0,157.0,22356987.0,11393846.0,6375244.0,6246006.0,5812458.0,5413754.0,5047746.0
527,proiezionidiborsa.it,16.0,14.0,1643722.0,587786.0,564014.0,559014.0,534906.0,511984.0,493674.0
528,rahavard365.com,62.0,46.0,6185164.0,3202592.0,1769378.0,1747104.0,1653311.0,1521685.0,1385387.0
529,dailymotion.com,34.0,34.0,7485688.0,2341163.0,2196028.0,2187274.0,2157150.0,2126098.0,2092500.0
530,tdameritrade.com,109.0,69.0,5600496.0,2547055.0,2148358.0,2141456.0,2117136.0,2093524.0,2068662.0
