img,imgTransferSize,imgActualSize
https://www.douban.com/,484,0.0
splash_bg.jpg,41388,40893.0
hm.gif?cc=1&ck=1&cl=24-bit&ds=360x640&vl=640&et=0&ja=0&ln=en-us&lo=0&rnd=991652345&si=6d4a8cfea88fa457c3127e14fb5fabc2&v=1.2.92&lv=1&sn=35198&r=0&ww=360&ct=!!&u=https%3A%2F%2Fm.douban.com%2F&tt=%E8%B1,299,43.0
pageTransferSize,103442,
totalByteWeight,164660,
