img,imgTransferSize,imgActualSize
https://www.kahoot.it/,178,0.0
language-picker-black.cca293f9.svg,929,1913.0
icn_kahoot_logo.58b66a21.svg,1068,1869.0
google-play-badge-en.af49e83e.svg,2153,5679.0
pageTransferSize,1562163,
totalByteWeight,5088422,
