img,imgTransferSize,imgActualSize
https://www.reverso.net/,114,0.0
translation-logo.en.svg,6101,12923.0
en.svg,4722,12224.0
en.svg,3047,8147.0
promo-mobile-phone.svg,2745,5493.0
neural-translation.svg,7037,18033.0
pronunciation.svg,3434,7432.0
document-translation.svg,2133,6614.0
quick-lookup.svg,3204,8020.0
spell-checker.svg,3704,10422.0
conjugation.svg,561,1104.0
pageTransferSize,854067,
totalByteWeight,3027893,
